INO,Date
2.049999952316284,2019-09-30
1.9700000286102295,2019-10-01
2.049999952316284,2019-10-02
2.0799999237060547,2019-10-03
2.0999999046325684,2019-10-04
2.0999999046325684,2019-10-07
2.0399999618530273,2019-10-08
2.059999942779541,2019-10-09
2.1600000858306885,2019-10-10
2.180000066757202,2019-10-11
2.130000114440918,2019-10-14
2.240000009536743,2019-10-15
2.509999990463257,2019-10-16
2.359999895095825,2019-10-17
2.25,2019-10-18
2.319999933242798,2019-10-21
2.2699999809265137,2019-10-22
2.319999933242798,2019-10-23
2.299999952316284,2019-10-24
2.369999885559082,2019-10-25
2.319999933242798,2019-10-28
2.200000047683716,2019-10-29
2.190000057220459,2019-10-30
2.130000114440918,2019-10-31
2.2799999713897705,2019-11-01
2.380000114440918,2019-11-04
2.5299999713897705,2019-11-05
2.509999990463257,2019-11-06
2.5799999237060547,2019-11-07
2.5199999809265137,2019-11-08
2.450000047683716,2019-11-11
2.440000057220459,2019-11-12
2.309999942779541,2019-11-13
2.200000047683716,2019-11-14
2.3499999046325684,2019-11-15
2.2799999713897705,2019-11-18
2.369999885559082,2019-11-19
2.450000047683716,2019-11-20
2.5,2019-11-21
2.5,2019-11-22
2.609999895095825,2019-11-25
2.5199999809265137,2019-11-26
2.5899999141693115,2019-11-27
2.5199999809265137,2019-11-29
2.509999990463257,2019-12-02
2.549999952316284,2019-12-03
2.4700000286102295,2019-12-04
2.3299999237060547,2019-12-05
2.380000114440918,2019-12-06
2.4600000381469727,2019-12-09
2.569999933242798,2019-12-10
2.640000104904175,2019-12-11
2.7100000381469727,2019-12-12
2.7200000286102295,2019-12-13
2.630000114440918,2019-12-16
2.630000114440918,2019-12-17
2.630000114440918,2019-12-18
3.440000057220459,2019-12-19
3.299999952316284,2019-12-20
3.7200000286102295,2019-12-23
3.690000057220459,2019-12-24
3.549999952316284,2019-12-26
3.3399999141693115,2019-12-27
3.4000000953674316,2019-12-30
3.299999952316284,2019-12-31
3.2100000381469727,2020-01-02
2.9800000190734863,2020-01-03
3.140000104904175,2020-01-06
3.1500000953674316,2020-01-07
3.140000104904175,2020-01-08
3.0999999046325684,2020-01-09
3.109999895095825,2020-01-10
3.309999942779541,2020-01-13
3.2899999618530273,2020-01-14
3.3499999046325684,2020-01-15
3.4000000953674316,2020-01-16
3.2899999618530273,2020-01-17
3.559999942779541,2020-01-21
3.440000057220459,2020-01-22
3.8399999141693115,2020-01-23
4.239999771118164,2020-01-24
5.320000171661377,2020-01-27
4.360000133514404,2020-01-28
4.110000133514404,2020-01-29
4.659999847412109,2020-01-30
4.53000020980835,2020-01-31
3.9100000858306885,2020-02-03
3.7100000381469727,2020-02-04
3.559999942779541,2020-02-05
3.369999885559082,2020-02-06
3.190000057220459,2020-02-07
3.4800000190734863,2020-02-10
3.390000104904175,2020-02-11
3.3399999141693115,2020-02-12
3.859999895095825,2020-02-13
4.150000095367432,2020-02-14
4.21999979019165,2020-02-18
3.809999942779541,2020-02-19
3.640000104904175,2020-02-20
3.75,2020-02-21
3.9600000381469727,2020-02-24
3.740000009536743,2020-02-25
3.990000009536743,2020-02-26
4.360000133514404,2020-02-27
4.28000020980835,2020-02-28
4.389999866485596,2020-03-02
7.449999809265137,2020-03-03
8.029999732971191,2020-03-04
9.800000190734863,2020-03-05
14.09000015258789,2020-03-06
9.829999923706055,2020-03-09
5.699999809265137,2020-03-10
8.369999885559082,2020-03-11
9.5,2020-03-12
7.199999809265137,2020-03-13
6.130000114440918,2020-03-16
7.340000152587891,2020-03-17
7.440000057220459,2020-03-18
6.489999771118164,2020-03-19
7.21999979019165,2020-03-20
6.619999885559082,2020-03-23
7.090000152587891,2020-03-24
6.679999828338623,2020-03-25
7.150000095367432,2020-03-26
8.319999694824219,2020-03-27
8.020000457763672,2020-03-30
7.440000057220459,2020-03-31
7.699999809265137,2020-04-01
7.519999980926514,2020-04-02
7.739999771118164,2020-04-03
